npaid	smiles
NPA020213	CCC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)C(C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O
NPA020214	CCC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)C(C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O
NPA020215	C[C@H]1[C@H](O[C@](CC1=C)([C@H](C(=O)N/C=C/C(CO)[C@H](C(C)C(=O)N2CCC[C@H]2[C@@H](CC(=O)N)O)O)O)OC)C
NPA020217	CC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CCNC(=O)[C@H](O)C(C)(C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@](C)(CC)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)C(C)(C)NC(C)=O)C(=O)NCCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(=O)NCCO
NPA020218	CC[C@@](C)(NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)C(C)(C)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)NC(C)(C)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NCCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(=O)NCCO
NPA020219	CCC/C=C\[C@@H]\1CNC=C/C1=C/CC(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)/C(=C\C3=CC=C(C=C3)O)/N(C(=O)[C@H]([C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)/C(=C\C4=CC=C(C=C4)O)/N(C2=O)C)CC(C)C)CC5=CC=CC=C5)[C@H](C)O)CC(=O)N)CO)C)NC(=O)/C=C/C6=CC=CC=C6/C=C\CCC)C)CC(C)C)CC7=CC=CC=C7)[C@H](C)O)CC(=O)N)CO)C
NPA020220	CCC/C=C\[C@@H]\1CNC=C/C1=C/CC(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)/C(=C\C3=CC=C(C=C3)O)/N(C(=O)[C@H]([C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC4=CC=C(C=C4)O)CC(C)C)CC5=CC=CC=C5)[C@H](C)O)CC(=O)N)CO)C)NC(=O)/C=C/C6=CC=CC=C6/C=C\CCC)C)CC(C)C)CC7=CC=CC=C7)[C@H](C)O)CC(=O)N)CO)C
NPA020237	C(CCNC(=O)[C@H](CCCN(C=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@H](C(=O)O)O)NC(=O)[C@H](CCCN(C=O)O)NC=O)CN
NPA020238	CC(C)C[C@@H](C(=O)NCCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@H](C(=O)O)O)NC(=O)[C@H](CCCN(C=O)O)NC=O
NPA020239	C1=CC=C(C=C1)C[C@@H](C(=O)N[C@H]([C@H](C(=O)O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(C=O)O)C(=O)NCCCCN)N
NPA020240	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)NCCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@H](C(=O)O)O)NC(=O)[C@H](CCCN(C=O)O)NC=O
NPA020246	CC(C)C[C@H](C(=O)N(C)[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1)NC
NPA020247	CC(C)C[C@H](C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1)N(C)C(=O)[C@@H](C(C)C)NC
NPA020248	CC(C)C[C@H](C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1)NC
NPA020249	CC(C)C[C@H](C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1)N(C)C(=O)[C@@H](C(C)C)NC
NPA020250	CC(C)C[C@@H](C(=O)N(C)[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1)NC
NPA020251	CC(C)C[C@@H](C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1)NC
NPA020252	CC(C)[C@@H](C(=O)N[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CNC2=CC=CC=C21)NC
NPA020253	CC(C)C[C@H](C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CNC2=CC=CC=C21)NC(=O)[C@H](C(C)C)NC
NPA020254	C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)NC(C)(C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)C
NPA020255	CCC(C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)[C@H](C(C)C)NC(=O)C(C)(C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)C
NPA020256	C[C@H]([C@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)O)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC=O)O
NPA020258	CC1C(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N2CCC(C2C(=O)NC(C(=O)NC(C(=O)N/C(=C/C3=CNC4=CC=CC=C43)/C(=O)N5CCC(C5C(=O)O1)O)C(C)C6=CNC7=CC=CC=C76)C(C(C)C)O)O)C)C(C)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)N
NPA020259	CCCC(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H]3CCCN3C(=O)CCNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)C(C)C)C)C(C)C)C
NPA020260	CCCC(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H]3CCCN3C(=O)CCNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC2=O)C(C)C)CC(C)C)C(C)C)C)C(C)C)C
NPA020265	C[C@H]1[C@@H](CC=C2N1C(=O)[C@@H]3CCCCN3C(=O)[C@H](NC(=O)[C@@H]4C[C@@H](CCN4C(=O)CNC(=O)[C@H]([C@H](OC2=O)C)NC(=O)[C@@H](CC5=CC=CC=C5)N(C)C(=O)C[C@@H](C(C)C)C(=O)O)O)CC6=CC=CC=C6)O
NPA020266	C[C@H]1[C@@H]([C@@H](C=C2N1C(=O)[C@@H]3CCCCN3C(=O)[C@H](NC(=O)[C@@H]4C[C@@H](CCN4C(=O)CNC(=O)[C@H]([C@H](OC2=O)C)NC(=O)[C@@H](CC5=CC=CC=C5)N(C)C(=O)C[C@@H](C(C)C)C(=O)O)O)CC6=CC=CC=C6)O)O
NPA020267	CC[C@H](C)[C@H]1C(=O)N2C[C@H](C[C@H]2C(=O)O[C@@H]([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)[C@H](C)C3=CC=CC=C3)C[C@@H]4C[C@H]4[N+](=O)[O-])[C@H](C)C5=CC=CC=C5)NC(=O)[C@H](C[C@@H]6C[C@H]6[N+](=O)[O-])NC(=O)C7=CC=C(N7O)Cl)C)/C=C\C
NPA020268	CCCC1C(O1)C(=O)N[C@@H](CO)C(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC3=CNC4=CC=CC=C43)CC(=O)O)CC(=O)O)C5=CC=C(C=C5)O)CC(=O)O)[C@@H](C(=O)N)OP(=O)(O)O)CCC(=O)O)CC6=CNC7=CC=CC=C76)C
NPA020269	CCCC1C(O1)C(=O)N[C@@H](CO)C(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC3=CNC4=CC=CC=C43)CC(=O)O)CC(=O)O)C5=CC=C(C=C5)O)CC(=O)O)[C@@H](C(=O)N)OP(=O)(O)O)C(C)CC(=O)O)CC6=CNC7=CC=CC=C76)C
NPA020270	CCCC1C(O1)C(=O)N[C@@H](CO)C(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC3=CNC4=CC=CC=C43)CC(=C)O)CC(=O)O)C5=CC=C(C=C5)O)CC(=O)O)[C@@H](C(=O)N)O)CCC(=O)O)CC6=CNC7=CC=CC=C76)C
NPA020277	O=C(N[C@@H](C(N[C@@H](CC(C)C)C(N[C@H](C(N1)=O)CCO)=O)=O)[C@@H](C)OC([C@H](CCCCN)NC([C@H]1CCN)=O)=O)/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@H]2N(C(/C(NC(CC(CCCCC)O)=O)=C/C)=O)CCC2)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C
NPA020281	CCC(C)CCCCCCCCCC[C@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N
NPA020282	CCC(C)CCCCCCCCCC[C@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)O
NPA020283	CC(C)CCCCCCCCC[C@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N
NPA020284	CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CO)C(NC(C(C)CC)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O
NPA020288	CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](C)O)C)O)O)O
NPA020289	C1C=C2C(=CC(=O)O2)C(O1)O
NPA020290	CCC(C)CCCCCCC(=O)CC(=O)N[C@@H](CS(=O)(=O)O)C(=O)N[C@H]1[C@H](OC(=O)CN(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CN)C(C)C)CO)CCCCN)C)C
NPA020308	CCCCCCCCC[C@@H](CC(=O)N[C@H]1COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CO)CCN)CCN)CCCN=C(N)N)CC2=CC=CC=C2)[C@@H](C(=O)O)O)[C@@H](CCl)O)O
NPA020313	C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O
NPA020314	CC(C)C[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C
NPA020315	C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
NPA020316	CCCC1C(O1)C(=O)N[C@@H](CO)C(=O)N[C@H]2[C@H](OC(=O)/C(=C/C3=CNC4=CC=CC=C43)/NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC5=CNC6=CC=CC=C65)CC(=O)O)CC(=O)O)C7=CC=C(C=C7)O)CC(=O)O)[C@@H](C(=O)N)OP(=O)(O)O)CCC(=O)O)C
NPA020317	CCCC1C(O1)C(=O)N[C@@H](CO)C(=O)N[C@H]2[C@H](OC(=O)/C(=C/C3=CNC4=CC=CC=C43)/NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC5=CNC6=CC=CC=C65)CC(=O)O)CC(=O)O)C7=CC=C(C=C7)O)CC(=O)O)[C@@H](C(=O)N)O)CCC(=O)O)C
NPA020318	CCCC1C(O1)C(=O)N[C@@H](CO)C(=O)NC2[C@H](OC(=O)/C(=C\C3=CNC4=CC=CC=C43)/NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC5=CNC6=CC=CC=C65)CC(=O)O)CC(=O)O)C7=CC=C(C=C7)O)CC(=O)O)C(C(=O)N)O)C(C)CC(=O)O)C
NPA020320	CCC(C)/C=C(\C)/CCCC(C)/C=C(\C)/C=C(\C)/CC(C)C1=C(C(=C(C(=O)O1)C)O)C
NPA020324	C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=CC3=C2OC4=C(C3=O)C(=C5C(=C4O)CCC6=CC7=C(C(=C65)O)C(=O)N8[C@H](CO[C@@]8(C7)C)C(=O)O)O)OC)OC)OC
NPA020325	CC1=C2CCC3=CC4=C(C(=C3C2=C(C5=C1OC6=C(C5=O)C=CC=C6O)O)O)C(=O)N7[C@H](CO[C@@]7(C4)C)C(=O)O
NPA020326	C[C@@]12CC3=C(C(=C4C(=C3)CCC5=CC6=C(C(=C54)O)C(=O)C7=C(O6)C(=CC=C7)O)O)C(=O)N1[C@H](CO2)C(=O)O
NPA020327	O=C(/C(NC([C@H](NC([C@@H](NC([C@H](NC([C@@H](NC([C@H](NC([C@H](NC([C@H](NC([C@H](NC([C@H](NC([C@H](NC([C@H]1N(CCC1)C(/C(NC(CC(O)CCCCC)=O)=C/C)=O)=O)CO)=O)CC(C)C)=O)C(C)C)=O)CO)=O)CC(C)C)=O)C(C)C)=O)C(C)C)=O)CCC(N)=O)=O)CC(C)C)=O)C(C)C)=O)=C/C)N[C@H]([C@H](OC([C@@H](N2)CCCCN)=O)C)C(N[C@H](C(N[C@@H](CCO)C(N[C@H](CCN)C2=O)=O)=O)[C@H](CC)C)=O
NPA020341	CC1=C2[C@@]3([C@H]4[C@](C1=O)(O4)[C@H](C(=O)OC[C@@H](C5=C(C6=C(C=C5)[C@H](C7(C6(O3)[C@@H](C[C@H]7O)O)O2)O)Cl)O)OC)O
NPA020343	CC1C/C=C\C=C\C=C(\C=C\C=C\C(CC(C(C(C(/C=C/C=C/C=C/C(=O)N1)C)O)O)O)O)/C
NPA020344	C/C=C/C(=O)/C/1=C/C(=C\2/C=CCCN2)/SC[C@@H](C(=O)O1)NC(=O)C
NPA020350	C1C[C@@H](C(=O)N(C1)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CO)NC(=O)C3=CC=CC=C3O
NPA020351	CCCCCC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC1COC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC(C)C)C(C)C)CO
NPA020352	CCCCCC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC1COC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)C(C)C)CO
NPA020356	CCC(C)CCCC1/C=C(\C(CC(CCCC(C(C(C/C=C\C=C(/C(C(C2CC(C(C(O2)(CC(=O)OC(/C=C\C(CC(CCCC(C(C(CCC(C(CC(CC(CCC(C1O)O)O)O)O)C)O)C)O)O)O)C)O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O)N(C)C)O)C)O)\C)O)C)O)O)O)/C
NPA020357	C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2CC3C(C(/C(=C\C=C/CC(C(C(CCCC(CC(/C(=C\C(C(C(CCC(CC(CC(C(CCC(C(C(CCCC(CC(/C=C\C(OC(=O)CC(C2C)(O3)O)C)O)O)O)C)O)C)O)O)O)O)O)CCCCC(C)C)/C)O)O)O)C)O)/C)O)C)O)N(C)C)O
NPA020358	C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2CC3C(C(/C(=C\C=C/CC(C(C(CCCC(CC(/C(=C\C(C(C(CCC(CC(CC(C(CCC(C(C(CCCC(CC(/C=C\C(OC(=O)CC(C2C)(O3)O)C)O)O)O)C)O)C)O)O)O)O)O)CCCC(C)C)/C)O)O)O)C)O)/C)O)C)O)N(C)C)O
NPA020359	CCCCCCC1/C=C(\C(CC(CCCC(C(C(C/C=C\C=C(/C(C(C2CC(C(C(O2)(CC(=O)OC(/C=C\C(CC(CCCC(C(C(CCC(C(CC(CC(CCC(C1O)O)O)O)O)C)O)C)O)O)O)C)O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O)N(C)C)O)C)O)\C)O)C)O)O)O)/C
NPA020360	CCC/C=C/C=C/C(=N[C@@H](CC1=CNC2=C1C=CC(=C2)Cl)C(=N[C@H](CC(=N)O)C(=N[C@@H](CC(=O)O)C(=N[C@H]3[C@H](OC(=O)[C@@H](N=C([C@@H](N=C([C@H](N=C(CN=C([C@@H](N=C([C@H](N=C([C@@H](N=C([C@@H](N=C(CN=C3O)O)CCCN)O)CC(=O)O)O)C)O)CC(=O)O)O)O)C)O)[C@H](C)CC(=O)O)O)CC(=O)C4=C(C=C(C=C4)Cl)N)C)O)O)O)O
NPA020361	CCCCCCCC(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)O
NPA020362	CCCCCCCCCC(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)O
NPA020363	CCCCCCCCCC(=O)NC(C(C(=O)O)O)C(=O)N[C@@H](CO)C(=O)NC(C(C(=O)O)O)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(C1=O)O
NPA020364	CCCCCCCCCCCC(=O)NC(C(C(=O)O)O)C(=O)N[C@@H](CO)C(=O)NC(C(C(=O)O)O)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(C1=O)O
NPA020365	CCCCCCCCCCCCCC(=O)NC(C(C(=O)O)O)C(=O)N[C@@H](CO)C(=O)NC(C(C(=O)O)O)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(C1=O)O
NPA020366	C[C@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)[C@@H](CC3=CC=CC=C3)N
NPA020367	C[C@H]1C[C@H](N(C1)C(=O)[C@@H](CCC2=CC=C(C=C2)O)NC(=O)[C@@H](CC3=CC=C(C=C3)O)O)C(=O)NC(CCCN=C(N)N)C=O
NPA020369	C[C@H]1C[C@H](N(C1)C(=O)[C@@H](CCC2=CC=CC=C2)NC(=O)[C@@H](CC3=CC=C(C=C3)O)O)C(=O)NC(CCCN=C(N)N)C=O
NPA020370	C1C[C@H](N(C1)C(=O)[C@@H](CCC2=CC=CC=C2)NC(=O)[C@@H](CC3=CC=C(C=C3)O)O)C(=O)NC(CCCN=C(N)N)C=O
NPA020371	CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)OC(CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CCN)C(C)C)CCN)C(C)C)CO)CC(C)C)C(C)C)CCN
NPA020372	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)OC(CC(=O)NC(C(=O)N1)CCN)C(C)C)CO)CC(C)C)C(C)C)CCN)CC(C)C)CC2=CC=CC=C2)CCN
NPA020373	CC1CC(C/C=C/C/C=C\C(C(OC(=O)CC(CC(/C=C/CC(C1)O)O)O)/C=C/C(=C/C=C\CC=C)/C)C)O
NPA020379	CCC/C=C/C=C/CC1C/C=C/C=C(/C=C/C=C/C(C(/C=C(/C=C/C=C/C(=O)N1)\C)O)O)\C
NPA020380	CCCCCCCCCCCCCCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCN)CO)C(C)C)CCCCN)CO)[C@@H](C)CC)C(C)C)CCCCN)[C@@H](C)CC)C
NPA020381	C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@H]([C@@H]2C[C@H](C([C@H](O2)C[C@@H](COC)OC)(C)C)O)OC)O)OC)C
NPA020388	C1=CC(=C(C(=C1)O)O)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CO)C(=O)OC[C@@H](C(=O)OC[C@@H](C(=O)O)NC(=O)[C@H](CCCN)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)[C@H](CCCN)NC(=O)C3=C(C(=CC=C3)O)O
NPA020393	CC[C@@H](C)[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CC(=O)N)[C@@H](C)O)[C@@H](C)CC
NPA020394	CC[C@@H](C)[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CCC(=O)N)[C@@H](C)O)[C@@H](C)CC
